"label","new_genomes/Aameric_YS121.v1.cds.fasta","new_genomes/Abit_YS124.v1.cds.fasta","new_genomes/Cang_YS89.v1.cds.fasta","new_genomes/Ccajan.v1.cds.fasta","new_genomes/Ccin_YS129.v1.cds.fasta","new_genomes/Cens_YS85.v1.cds.fasta","new_genomes/Cmolle_YS235.v1.cds.fasta","new_genomes/Cmuc_YS125.v1.cds.fasta","new_genomes/Cros_YS43.v1.cds.fasta","new_genomes/Ctet_YS88.v1.cds.fasta","new_genomes/Duni_YS76.v1.cds.fasta","new_genomes/Eind_YS44.hap1.v1.cds.fasta","new_genomes/GmaxWm82ISU_01_724_v2.1.cds_primaryTranscriptOnly.fa","new_genomes/Gstr_YS140.v1.cds.fasta","new_genomes/HpodTM013.v1.cds.fasta","new_genomes/Isuf_YS112.v1.cds.fasta","new_genomes/Itin_YS146.v1.cds.fasta","new_genomes/Lcun_YS151.v1.cds.fasta","new_genomes/Lpur_YS149.v1.cds.fasta","new_genomes/Matro_YS75.v1.cds.fasta","new_genomes/Maxil_YS73.v1.cds.fasta","new_genomes/Mlat_YS84.v1.cds.fasta","new_genomes/Mpru_YS155.v1.cds.fasta","new_genomes/Msam_YS158.v1.cds.fasta","new_genomes/Pero_YS156.v1.cds.fasta","new_genomes/Plobssplob_YS90.hap1.v1.cds.fasta","new_genomes/Plun_YS103.v1.cds.fasta","new_genomes/Pmon_YS87.hap1.v1.cds.fasta","new_genomes/Pmonvarlob_YS172.hap1.v1.cds.fasta","new_genomes/Ptet_YS159.v1.cds.fasta","new_genomes/Rmin_YS79.v1.cds.fasta","new_genomes/Shelov_YS99.v1.cds.fasta","new_genomes/Smacrob_YS261.v1.cds.fasta","new_genomes/Tlab_YS204.v1.cds.fasta","new_genomes/Tunci_YS212.v1.cds.fasta","new_genomes/Vvexilla_YS115.hap1.v1.cds.fasta","Pvul218cds.fa","TAIR10cds.fa","Vung469cds.fa"
"Vvexilla_YS115.hap1.v1.h1tg000016l.g247750.t1","1.065","0.958","0.410","0.935","0.914","0.651","0.660","0.770","0.654","0.935","0.598","0.654","0.498","0.678","0.586","0.729","0.695","0.486","0.143","0.160","0.595","0.149","0.363","0.530","0.579","0.770","0.141","0.489","0.160","0.530","0.609","0.142","0.509","0.488","0.483","","0.153","2.898","0.070"
"Vigun07g219600","1.067","0.960","0.412","0.937","0.916","0.654","0.663","0.772","0.656","0.937","0.601","0.656","0.500","0.680","0.589","0.732","0.698","0.489","0.145","0.162","0.598","0.151","0.366","0.532","0.582","0.773","0.143","0.492","0.162","0.532","0.612","0.144","0.511","0.491","0.485","0.070","0.156","2.901",""
"Plun_YS103.v1.contig_1385_pilon.g106040.t1","1.019","0.912","0.364","0.889","0.868","0.605","0.614","0.724","0.608","0.889","0.552","0.608","0.452","0.632","0.541","0.683","0.650","0.440","0.002","0.131","0.549","0.120","0.317","0.484","0.533","0.724","","0.443","0.131","0.484","0.564","0.114","0.463","0.442","0.437","0.141","0.125","2.852","0.143"
"Lpur_YS149.v1.contig_12_pilon.g064430.t1","1.021","0.914","0.366","0.891","0.870","0.608","0.617","0.726","0.610","0.891","0.555","0.610","0.454","0.634","0.543","0.686","0.652","0.443","","0.134","0.552","0.123","0.320","0.486","0.536","0.727","0.002","0.445","0.134","0.486","0.566","0.116","0.465","0.445","0.439","0.143","0.127","2.855","0.145"
"Mpru_YS155.v1.contig_14_pilon.g036940.t1","0.897","0.790","0.242","0.767","0.746","0.483","0.492","0.602","0.486","0.767","0.430","0.486","0.330","0.510","0.419","0.562","0.528","0.318","0.320","0.354","0.427","0.343","","0.362","0.411","0.603","0.317","0.321","0.354","0.362","0.442","0.336","0.341","0.320","0.315","0.363","0.348","2.730","0.366"
"Tunci_YS212.v1.contig_113_pilon.g012230.t1","0.989","0.882","0.225","0.859","0.838","0.575","0.584","0.694","0.578","0.859","0.522","0.578","0.150","0.602","0.510","0.653","0.620","0.391","0.504","0.538","0.519","0.527","0.379","0.484","0.533","0.694","0.501","0.190","0.538","0.484","0.533","0.520","0.463","0.049","","0.547","0.532","2.822","0.550"
"Tlab_YS204.v1.contig_247_pilon.g0482870.t1","0.979","0.872","0.215","0.849","0.828","0.565","0.574","0.684","0.568","0.849","0.512","0.568","0.140","0.592","0.500","0.643","0.610","0.381","0.494","0.528","0.509","0.517","0.369","0.474","0.523","0.684","0.491","0.180","0.528","0.474","0.523","0.510","0.453","","0.049","0.537","0.522","2.812","0.540"
"GmISU01.10G191000.1","0.967","0.860","0.203","0.836","0.815","0.553","0.562","0.672","0.555","0.836","0.500","0.555","","0.579","0.488","0.631","0.597","0.369","0.481","0.516","0.497","0.505","0.357","0.462","0.511","0.672","0.479","0.168","0.516","0.462","0.511","0.498","0.441","0.140","0.150","0.525","0.509","2.800","0.528"
"Pmon_YS87.hap1.v1.h1tg000128l.g183840.t1","0.947","0.840","0.183","0.817","0.796","0.533","0.542","0.652","0.536","0.817","0.480","0.536","0.168","0.560","0.468","0.611","0.578","0.349","0.462","0.496","0.477","0.485","0.337","0.442","0.491","0.652","0.459","","0.496","0.442","0.491","0.478","0.421","0.180","0.190","0.505","0.490","2.780","0.508"
"Pmon_YS87.hap1.v1.h1tg001224l.g561810.t1","0.968","0.861","0.204","0.838","0.817","0.554","0.563","0.673","0.557","0.838","0.501","0.557","0.189","0.581","0.489","0.632","0.599","0.370","0.483","0.517","0.498","0.506","0.358","0.463","0.512","0.673","0.480","","0.517","0.463","0.512","0.499","0.442","0.201","0.211","0.526","0.511","2.801","0.529"
"Cang_YS89.v1.contig_1601_pilon.g113590.t1","0.891","0.784","","0.761","0.740","0.478","0.487","0.596","0.480","0.761","0.425","0.480","0.203","0.504","0.413","0.556","0.522","0.294","0.406","0.440","0.422","0.429","0.282","0.386","0.436","0.597","0.404","0.183","0.440","0.386","0.436","0.423","0.365","0.215","0.225","0.450","0.434","2.724","0.452"
"Cang_YS89.v1.contig_1601_pilon.g113580.t1","0.852","0.745","","0.721","0.700","0.438","0.447","0.556","0.440","0.721","0.385","0.440","0.236","0.464","0.373","0.516","0.482","0.254","0.366","0.401","0.382","0.390","0.242","0.347","0.396","0.557","0.364","0.216","0.401","0.347","0.396","0.383","0.325","0.248","0.250","0.410","0.394","2.685","0.412"
"Tunci_YS212.v1.contig_360_pilon.g320480.t1","1.050","0.943","0.376","0.919","0.898","0.636","0.645","0.754","0.638","0.919","0.583","0.638","0.483","0.662","0.571","0.714","0.680","0.435","0.564","0.599","0.580","0.588","0.440","0.545","0.594","0.755","0.562","0.471","0.599","0.545","0.594","0.581","0.524","0.116","","0.608","0.592","2.883","0.610"
"Tlab_YS204.v1.contig_1080_pilon.g0068260.t1","0.959","0.852","0.286","0.829","0.808","0.546","0.555","0.664","0.548","0.829","0.493","0.548","0.392","0.572","0.481","0.624","0.590","0.345","0.474","0.508","0.490","0.498","0.350","0.454","0.504","0.665","0.472","0.381","0.508","0.454","0.504","0.491","0.433","","0.116","0.518","0.502","2.793","0.520"
"Tunci_YS212.v1.contig_360_pilon.g320460.t1","0.924","0.817","0.250","0.794","0.773","0.511","0.520","0.629","0.513","0.794","0.458","0.513","0.357","0.537","0.446","0.589","0.555","0.310","0.439","0.473","0.455","0.462","0.315","0.419","0.469","0.630","0.437","0.346","0.473","0.419","0.469","0.456","0.398","0.052","","0.483","0.467","2.758","0.485"
"Tlab_YS204.v1.contig_1080_pilon.g0068250.t1","0.938","0.831","0.264","0.808","0.787","0.524","0.533","0.643","0.527","0.808","0.471","0.527","0.371","0.551","0.460","0.602","0.569","0.324","0.453","0.487","0.468","0.476","0.329","0.433","0.482","0.643","0.451","0.359","0.487","0.433","0.482","0.469","0.412","","0.052","0.496","0.481","2.771","0.499"
"Lcun_YS151.v1.contig_4_pilon.g274090.t1","0.928","0.821","0.254","0.798","0.777","0.514","0.523","0.633","0.517","0.798","0.461","0.517","0.361","0.541","0.449","0.592","0.558","","0.443","0.477","0.458","0.466","0.318","0.423","0.472","0.633","0.440","0.349","0.477","0.423","0.472","0.459","0.402","0.324","0.310","0.486","0.471","2.761","0.489"
"Lcun_YS151.v1.contig_4_pilon.g274120.t1","0.971","0.864","0.297","0.841","0.820","0.557","0.566","0.676","0.560","0.841","0.504","0.560","0.404","0.584","0.492","0.635","0.602","","0.486","0.520","0.501","0.509","0.361","0.466","0.515","0.676","0.483","0.392","0.520","0.466","0.515","0.502","0.445","0.367","0.353","0.529","0.514","2.804","0.532"
"Smacrob_YS261.v1.contig_3727_pilon.g131340.t1","1.017","0.910","0.371","0.886","0.865","0.603","0.612","0.722","0.605","0.886","0.550","0.605","0.450","0.629","0.538","0.681","0.647","0.447","0.541","0.575","0.547","0.564","0.416","0.521","0.570","0.722","0.538","0.447","0.575","0.521","0.561","0.554","","0.457","0.444","0.584","0.569","2.850","0.587"
"Pmon_YS87.hap1.v1.h1tg000179l.g234540.t1","0.926","0.819","0.302","0.796","0.775","0.512","0.521","0.631","0.515","0.796","0.459","0.515","0.359","0.539","0.448","0.591","0.557","0.378","0.472","0.506","0.456","0.495","0.348","0.452","0.494","0.632","0.470","","0.506","0.452","0.471","0.464","0.431","0.381","0.362","0.508","0.500","2.759","0.518"
"Pmon_YS87.hap1.v1.h1tg000145l.g198750.t1","0.913","0.806","0.289","0.782","0.762","0.499","0.508","0.618","0.502","0.782","0.446","0.502","0.346","0.526","0.434","0.577","0.543","0.365","0.459","0.493","0.443","0.482","0.334","0.439","0.481","0.618","0.456","","0.493","0.439","0.457","0.450","0.418","0.368","0.348","0.495","0.487","2.746","0.505"
"Cang_YS89.v1.contig_1134_pilon.g011350.t1","1.153","1.046","","1.023","1.002","0.739","0.748","0.858","0.742","1.023","0.686","0.742","0.586","0.766","0.674","0.817","0.784","0.605","0.699","0.733","0.683","0.722","0.575","0.679","0.721","0.858","0.696","0.423","0.733","0.679","0.697","0.691","0.658","0.608","0.588","0.735","0.727","2.986","0.745"
"Rmin_YS79.v1.contig_167_pilon.g040310.t1","1.069","0.962","0.462","0.939","0.918","0.655","0.665","0.774","0.658","0.939","0.021","0.658","0.481","0.682","0.121","0.734","0.700","0.424","0.632","0.666","0.600","0.655","0.508","0.595","0.624","0.775","0.630","0.475","0.666","0.594","","0.607","0.591","0.503","0.483","0.651","0.646","2.902","0.678"
"Duni_YS76.v1.contig_208_pilon.g153650.t1","1.050","0.943","0.443","0.919","0.898","0.636","0.645","0.754","0.638","0.919","","0.638","0.461","0.662","0.102","0.714","0.680","0.404","0.612","0.647","0.580","0.636","0.488","0.575","0.604","0.755","0.610","0.456","0.647","0.574","0.021","0.587","0.572","0.484","0.464","0.631","0.626","2.883","0.658"
"Rmin_YS79.v1.contig_481_pilon.g207700.t1","1.093","0.986","0.486","0.963","0.942","0.679","0.688","0.798","0.682","0.963","0.087","0.682","0.505","0.706","0.145","0.757","0.724","0.447","0.656","0.690","0.623","0.679","0.531","0.618","0.647","0.798","0.653","0.499","0.690","0.617","","0.631","0.615","0.527","0.507","0.675","0.669","2.926","0.702"
"HpodTM013.v1.contig_2358_pilon.g085180.t1","1.043","0.936","0.436","0.912","0.891","0.629","0.638","0.747","0.631","0.912","0.102","0.631","0.454","0.655","","0.707","0.673","0.397","0.605","0.640","0.573","0.629","0.481","0.568","0.597","0.748","0.603","0.449","0.640","0.567","0.121","0.580","0.565","0.477","0.457","0.624","0.619","2.876","0.651"
"HpodTM013.v1.contig_2358_pilon.g085170.t1","1.048","0.941","0.441","0.917","0.896","0.634","0.643","0.753","0.636","0.917","0.124","0.636","0.459","0.660","","0.712","0.678","0.402","0.610","0.645","0.578","0.634","0.486","0.573","0.602","0.753","0.608","0.454","0.645","0.572","0.144","0.585","0.570","0.482","0.462","0.629","0.624","2.881","0.657"
"HpodTM013.v1.contig_2358_pilon.g085110.t1","1.063","0.956","0.456","0.933","0.912","0.649","0.658","0.768","0.652","0.933","0.140","0.652","0.475","0.676","","0.728","0.694","0.417","0.626","0.660","0.593","0.649","0.502","0.589","0.617","0.769","0.624","0.469","0.660","0.588","0.160","0.601","0.585","0.497","0.477","0.645","0.640","2.896","0.672"
"Rmin_YS79.v1.contig_210_pilon.g078330.t1","1.060","0.953","0.453","0.929","0.908","0.646","0.655","0.765","0.649","0.929","0.072","0.649","0.472","0.673","0.155","0.724","0.690","0.414","0.623","0.657","0.590","0.646","0.498","0.585","0.614","0.765","0.620","0.466","0.657","0.584","","0.597","0.582","0.494","0.474","0.642","0.636","2.893","0.669"
"Duni_YS76.v1.contig_208_pilon.g153660.t1","1.055","0.948","0.448","0.925","0.904","0.642","0.651","0.760","0.644","0.925","","0.644","0.467","0.668","0.151","0.720","0.686","0.410","0.618","0.652","0.586","0.642","0.494","0.581","0.610","0.761","0.616","0.462","0.652","0.580","0.072","0.593","0.577","0.490","0.470","0.637","0.632","2.889","0.664"
"HpodTM013.v1.contig_2358_pilon.g085190.t1","1.017","0.910","0.410","0.887","0.866","0.603","0.612","0.722","0.606","0.887","0.145","0.606","0.429","0.630","","0.681","0.647","0.371","0.580","0.614","0.547","0.603","0.455","0.542","0.571","0.722","0.577","0.423","0.614","0.541","0.138","0.554","0.539","0.451","0.431","0.599","0.593","2.850","0.626"
"Rmin_YS79.v1.contig_481_pilon.g207750.t1","1.091","0.984","0.484","0.961","0.940","0.678","0.687","0.796","0.680","0.961","0.220","0.680","0.503","0.704","0.147","0.756","0.722","0.446","0.654","0.688","0.622","0.678","0.530","0.617","0.646","0.797","0.652","0.498","0.688","0.616","","0.629","0.613","0.526","0.506","0.673","0.668","2.925","0.700"
"Rmin_YS79.v1.contig_481_pilon.g207710.t1","1.018","0.911","0.411","0.888","0.867","0.604","0.613","0.723","0.607","0.888","0.171","0.607","0.430","0.631","0.138","0.682","0.648","0.372","0.581","0.615","0.548","0.604","0.456","0.543","0.572","0.723","0.578","0.424","0.615","0.542","","0.555","0.540","0.452","0.432","0.600","0.594","2.851","0.627"
"Rmin_YS79.v1.contig_481_pilon.g207730.t1","1.067","0.960","0.460","0.937","0.916","0.653","0.662","0.772","0.656","0.937","0.220","0.656","0.479","0.680","0.187","0.731","0.698","0.421","0.630","0.664","0.597","0.653","0.506","0.592","0.621","0.772","0.627","0.473","0.664","0.591","","0.605","0.589","0.501","0.481","0.649","0.643","2.900","0.676"
"Rmin_YS79.v1.contig_481_pilon.g207740.t1","1.103","0.996","0.496","0.973","0.952","0.689","0.698","0.808","0.692","0.973","0.256","0.692","0.515","0.716","0.223","0.768","0.734","0.457","0.666","0.700","0.633","0.689","0.542","0.628","0.657","0.809","0.664","0.509","0.700","0.627","","0.641","0.625","0.537","0.517","0.685","0.680","2.936","0.712"
"HpodTM013.v1.contig_2358_pilon.g085150.t1","1.078","0.970","0.471","0.947","0.926","0.664","0.673","0.782","0.666","0.947","0.236","0.666","0.489","0.690","","0.742","0.708","0.432","0.640","0.675","0.608","0.664","0.516","0.603","0.632","0.783","0.638","0.484","0.675","0.602","0.204","0.615","0.599","0.512","0.492","0.659","0.654","2.911","0.686"
"Rmin_YS79.v1.contig_481_pilon.g207720.t1","1.084","0.976","0.477","0.953","0.932","0.670","0.679","0.788","0.672","0.953","0.131","0.672","0.495","0.696","0.159","0.748","0.714","0.438","0.646","0.681","0.614","0.670","0.522","0.609","0.638","0.789","0.644","0.490","0.681","0.608","","0.621","0.605","0.518","0.498","0.665","0.660","2.917","0.692"
"Duni_YS76.v1.contig_208_pilon.g153670.t1","0.993","0.886","0.386","0.862","0.841","0.579","0.588","0.698","0.581","0.862","","0.581","0.405","0.606","0.068","0.657","0.623","0.347","0.556","0.590","0.523","0.579","0.431","0.518","0.547","0.698","0.553","0.399","0.590","0.517","0.062","0.530","0.515","0.427","0.407","0.575","0.569","2.826","0.602"
"Rmin_YS79.v1.contig_946_pilon.g277140.t1","1.010","0.903","0.403","0.880","0.859","0.597","0.606","0.715","0.599","0.880","0.062","0.599","0.422","0.623","0.085","0.675","0.641","0.365","0.573","0.607","0.541","0.597","0.449","0.536","0.565","0.716","0.571","0.417","0.607","0.535","","0.548","0.532","0.445","0.425","0.592","0.587","2.844","0.619"
"HpodTM013.v1.contig_2358_pilon.g085200.t1","0.996","0.889","0.389","0.866","0.845","0.582","0.591","0.701","0.585","0.866","0.079","0.585","0.408","0.609","","0.660","0.627","0.350","0.559","0.593","0.526","0.582","0.434","0.521","0.550","0.701","0.556","0.402","0.593","0.520","0.097","0.534","0.518","0.430","0.410","0.578","0.572","2.829","0.605"
"HpodTM013.v1.contig_2358_pilon.g085130.t1","0.985","0.878","0.378","0.854","0.833","0.571","0.580","0.690","0.573","0.854","0.068","0.573","0.396","0.597","","0.649","0.615","0.339","0.547","0.582","0.515","0.571","0.423","0.510","0.539","0.690","0.545","0.391","0.582","0.509","0.085","0.522","0.507","0.419","0.399","0.566","0.561","2.818","0.593"
"Rmin_YS79.v1.contig_481_pilon.g207670.t1","1.003","0.896","0.396","0.873","0.852","0.589","0.598","0.708","0.592","0.873","0.110","0.592","0.415","0.616","0.101","0.667","0.634","0.357","0.566","0.600","0.533","0.589","0.442","0.528","0.557","0.708","0.564","0.409","0.600","0.527","","0.541","0.525","0.437","0.417","0.585","0.580","2.836","0.612"
"Lcun_YS151.v1.contig_4_pilon.g274200.t1","1.034","0.927","0.427","0.904","0.883","0.620","0.629","0.739","0.623","0.904","0.434","0.623","0.446","0.647","0.426","0.698","0.665","","0.597","0.631","0.564","0.620","0.473","0.559","0.588","0.739","0.595","0.440","0.631","0.558","0.444","0.572","0.556","0.468","0.448","0.616","0.611","2.867","0.643"
"Lcun_YS151.v1.contig_4_pilon.g274100.t1","0.968","0.861","0.361","0.838","0.817","0.554","0.563","0.673","0.557","0.838","0.368","0.557","0.380","0.581","0.359","0.632","0.599","","0.531","0.565","0.498","0.554","0.406","0.493","0.522","0.673","0.528","0.374","0.565","0.492","0.378","0.506","0.490","0.402","0.382","0.550","0.544","2.801","0.577"
"Lcun_YS151.v1.contig_4_pilon.g274080.t1","0.947","0.840","0.340","0.817","0.796","0.533","0.543","0.652","0.536","0.817","0.347","0.536","0.359","0.560","0.339","0.612","0.578","","0.510","0.544","0.478","0.533","0.386","0.473","0.502","0.653","0.508","0.353","0.544","0.472","0.357","0.485","0.469","0.381","0.362","0.529","0.524","2.780","0.556"
"Lcun_YS151.v1.contig_4_pilon.g274270.t1","0.950","0.843","0.343","0.820","0.799","0.536","0.545","0.655","0.539","0.820","0.350","0.539","0.362","0.563","0.342","0.615","0.581","","0.513","0.547","0.480","0.536","0.389","0.475","0.504","0.656","0.511","0.356","0.547","0.474","0.360","0.488","0.472","0.384","0.364","0.532","0.527","2.783","0.559"
"Lcun_YS151.v1.contig_4_pilon.g274260.t1","0.957","0.850","0.350","0.827","0.806","0.543","0.552","0.662","0.546","0.827","0.357","0.546","0.369","0.570","0.349","0.621","0.588","","0.520","0.554","0.487","0.543","0.396","0.482","0.511","0.662","0.518","0.363","0.554","0.481","0.367","0.495","0.479","0.391","0.371","0.539","0.534","2.790","0.566"
"GmISU01.10G190300.1","0.921","0.814","0.314","0.791","0.770","0.507","0.516","0.626","0.510","0.791","0.352","0.510","","0.534","0.340","0.585","0.552","0.374","0.484","0.518","0.451","0.507","0.359","0.446","0.475","0.626","0.481","0.234","0.518","0.445","0.414","0.459","0.443","0.216","0.221","0.503","0.497","2.754","0.530"
"GmISU01.10G190800.1","0.924","0.817","0.317","0.794","0.773","0.510","0.519","0.629","0.513","0.794","0.355","0.513","","0.537","0.343","0.589","0.555","0.377","0.487","0.521","0.454","0.510","0.363","0.449","0.478","0.629","0.485","0.237","0.521","0.448","0.417","0.462","0.446","0.219","0.224","0.506","0.501","2.757","0.533"
"Tunci_YS212.v1.contig_360_pilon.g320500.t1","0.947","0.839","0.340","0.816","0.795","0.533","0.542","0.651","0.535","0.816","0.378","0.535","0.221","0.559","0.366","0.611","0.577","0.399","0.509","0.544","0.477","0.533","0.385","0.472","0.501","0.652","0.507","0.260","0.544","0.471","0.440","0.484","0.468","0.022","","0.528","0.523","2.780","0.555"
"Tlab_YS204.v1.contig_1080_pilon.g0068300.t1","0.941","0.834","0.334","0.811","0.790","0.527","0.536","0.646","0.530","0.811","0.372","0.530","0.216","0.554","0.361","0.606","0.572","0.394","0.504","0.538","0.471","0.527","0.380","0.466","0.495","0.647","0.502","0.254","0.538","0.465","0.434","0.479","0.463","","0.022","0.523","0.518","2.774","0.550"
"Pmon_YS87.hap1.v1.h1tg000128l.g183790.t1","0.901","0.794","0.294","0.770","0.750","0.487","0.496","0.606","0.490","0.770","0.332","0.490","0.234","0.514","0.320","0.565","0.531","0.353","0.464","0.498","0.431","0.487","0.339","0.426","0.455","0.606","0.461","","0.498","0.425","0.394","0.438","0.423","0.254","0.260","0.483","0.477","2.734","0.510"
"Rmin_YS79.v1.contig_170_pilon.g055610.t1","1.054","0.947","0.447","0.924","0.903","0.640","0.649","0.759","0.643","0.924","0.072","0.643","0.414","0.667","0.122","0.718","0.685","0.506","0.617","0.651","0.584","0.640","0.492","0.579","0.608","0.759","0.614","0.394","0.651","0.578","","0.592","0.576","0.434","0.440","0.636","0.630","2.887","0.663"
"Duni_YS76.v1.contig_688_pilon.g229480.t1","0.992","0.885","0.385","0.861","0.840","0.578","0.587","0.697","0.581","0.861","","0.581","0.352","0.605","0.060","0.656","0.622","0.444","0.555","0.589","0.522","0.578","0.430","0.517","0.546","0.697","0.552","0.332","0.589","0.516","0.072","0.529","0.514","0.372","0.378","0.574","0.568","2.825","0.601"
"HpodTM013.v1.contig_598_pilon.g222170.t1","0.980","0.873","0.373","0.850","0.829","0.566","0.575","0.685","0.569","0.850","0.060","0.569","0.340","0.593","","0.644","0.611","0.433","0.543","0.577","0.510","0.566","0.419","0.505","0.534","0.685","0.541","0.320","0.577","0.504","0.122","0.518","0.502","0.361","0.366","0.562","0.557","2.813","0.589"
"GmISU01.10G190200.1","0.904","0.797","0.297","0.774","0.753","0.491","0.500","0.609","0.493","0.774","0.416","0.493","","0.517","0.405","0.569","0.535","0.372","0.467","0.501","0.435","0.491","0.343","0.430","0.459","0.610","0.465","0.264","0.501","0.429","0.428","0.442","0.426","0.309","0.270","0.486","0.481","2.738","0.513"
"GmISU01.10G190700.1","0.916","0.809","0.309","0.785","0.764","0.502","0.511","0.621","0.505","0.785","0.428","0.505","","0.529","0.416","0.580","0.546","0.383","0.479","0.513","0.446","0.502","0.354","0.441","0.470","0.621","0.476","0.275","0.513","0.440","0.439","0.453","0.438","0.321","0.281","0.498","0.492","2.749","0.525"
"GmISU01.10G190100.1","0.892","0.785","0.285","0.761","0.740","0.478","0.487","0.596","0.480","0.761","0.404","0.480","","0.504","0.392","0.556","0.522","0.359","0.454","0.489","0.422","0.478","0.330","0.417","0.446","0.597","0.452","0.251","0.489","0.416","0.415","0.429","0.414","0.296","0.257","0.473","0.468","2.725","0.500"
"Tunci_YS212.v1.contig_113_pilon.g012290.t1","0.894","0.787","0.287","0.764","0.743","0.480","0.489","0.599","0.483","0.764","0.406","0.483","0.257","0.507","0.394","0.558","0.525","0.362","0.457","0.491","0.424","0.480","0.333","0.419","0.448","0.599","0.454","0.149","0.491","0.418","0.417","0.432","0.416","0.299","","0.476","0.470","2.727","0.503"
